Colombia,Venezuela,Mexico,Argentina
-222.77,70.98,46.74,0.56
-33.32,27.48,4,0.75
1662.92,178.47,19.99,0.55
-101.68,5.28,5.57,0.4
592.53,52.4,16.11,0.39
232.8,36.55,13.89,0.41
-774.89,320.64,29.2,0.66
6463.34,449.99,49,0.38
193.12,15.57,1.39,0.38
33.37,24.92,12.98,0.39
549.84,35.99,1.1,0.55
-715.78,296.18,54.12,0.76
324.96,60.97,4.5,0.56
4914.24,517.48,16.63,0.59
-35.56,6.81,5.48,0.37
3.91,12.28,6.47,0.38
32.43,4.26,1.2,0.44
227.67,99.99,19.99,0.52
-19.06,67.84,0.99,0.58
-218.81,65.99,4.2,0.59
-5.2,4.13,1.17,0.57
-722.23,122.99,70.2,0.74
29.96,10.48,2.89,0.6
-103.78,4.14,6.6,0.49
30.53,11.34,5.01,0.36
-56.62,4.37,5.15,0.59
19.83,40.99,17.48,0.36
95.06,370.98,99,0.65
-39.5,16.91,6.25,0.58
-37.32,4.48,7.24,0.54
-524.74,138.14,35,0.39
-165.63,65.99,3.99,0.59
-270.57,111.96,69,0.63
-712.53,376.13,85.63,0.74
-17.18,1.68,1.57,0.59
371.4,110.99,2.5,0.57
481.74,115.99,2.5,0.57
33.68,3.75,0.5,0.37
-5.36,2.78,0.97,0.59
25.69,29.99,5.5,0.51
-632.16,20.98,21.2,0.78
-1262.44,280.98,57,0.78
608.9,152.48,4,0.79
165.46,19.98,8.68,0.37
-221.25,55.99,5,0.83
-0.9,4.84,0.71,0.52
112.06,40.98,2.99,0.36
12.71,2.62,0.8,0.39
809.97,48.04,5.79,0.37
-8.7,13.48,4.51,0.59
-259.01,419.19,19.99,0.58
-1330.78,70.98,59.81,0.6
-340.48,258.98,54.31,0.55
-17.13,1.95,1.63,0.46
-147.72,6.48,9.17,0.37
-4.44,2.78,0.97,0.59
1060.87,60.22,3.5,0.57
-62.13,172.99,19.99,0.39
-305.97,85.99,0.99,0.85
-55.54,4.98,4.72,0.36
-434.15,124.49,51.94,0.63
128.43,80.97,33.6,0.37
95,14.2,5.3,0.46
-7.25,12.28,6.13,0.57
3982.22,896.99,19.99,0.38
-23.14,1.68,1.57,0.59
-119.16,3.28,3.97,0.56
447.34,205.99,2.79,0.58
-97.21,16.99,8.99,0.56
660.06,59.98,3.99,0.57
27.23,14.2,5.3,0.46
-2.81,1.14,0.7,0.38
-10.98,9.85,4.82,0.47
440.2,65.99,5.31,0.57
-83.54,1.76,4.86,0.41
-681.97,41.47,34.2,0.73
54.23,70.89,89.3,0.69
1185.41,200.99,8.08,0.59
-133.77,4.18,6.92,0.49
-114.68,300.97,7.18,0.48
-42.23,20.99,1.25,0.83
-20.57,13.43,5.5,0.57
192.88,19.98,5.97,0.38
-139.66,6.48,7.91,0.37
235.4,90.97,14,0.36
-5.08,5.85,2.27,0.56
11.32,3.29,1.35,0.4
-404.77,122.99,70.2,0.74
-165.48,6.48,8.4,0.37
1656.46,349.45,60,0.37
1249.43,99.23,8.99,0.35
-9611.91,880.98,44.55,0.62
-107,1.86,2.58,0.82
2057.17,205.99,5.99,0.59
-89.25,4.98,4.62,0.64
-37.04,12.44,6.27,0.57
18.27,5.58,0.7,0.6
-8.97,19.84,4.1,0.44
-32.48,7.64,5.83,0.36
-171.92,320.98,58.95,0.57
32.6,80.98,4.5,0.59
-56.68,6.48,5.14,0.37
-38.35,17.52,8.17,0.5
86.93,9.9,1.39,0.37
-59.82,4.42,4.99,0.38
-2.34,1.76,0.7,0.56
586.61,145.45,17.85,0.56
1314.39,304.99,19.99,0.4
-11.58,1.98,4.77,0.4
-2314.74,699.99,24.49,0.41
102.61,6783.02,24.49,0.39
-4.2,5.28,3.96,0.54
80.43,15.68,3.73,0.46
54.6,71.37,69,0.68
-117.92,3.81,5.44,0.36
70.51,12.58,5.16,0.43
116.96,14.34,5,0.49
-24.03,5.98,5.2,0.36
-63.76,8.32,2.38,0.74
8.95,45.19,1.99,0.55
-15,6.68,6.92,0.37
1313.95,175.99,4.99,0.59
-552.1,60.98,49,0.59
11535.28,1270.99,19.99,0.35
1680.23,205.99,8.99,0.6
8.66,4.84,0.71,0.52
195.48,34.58,8.99,0.56
53.58,6.3,0.5,0.39
48.63,2.88,0.5,0.36
-26.17,8.04,8.94,0.4
40.88,4.91,0.5,0.36
-4.28,11.55,2.36,0.55
138.46,48.58,3.99,0.56
11.06,10.31,1.79,0.38
-115.38,2.18,5,0.81
-1.09,5.85,2.27,0.56
-219.78,80.97,33.6,0.37
-505.98,209.37,69,0.79
-29.4,10.64,5.16,0.57
116.37,20.28,6.68,0.53
8.47,2.89,0.5,0.38
-416.7,280.98,57,0.78
-34.91,6.48,5.94,0.37
124.99,65.99,2.5,0.55
1603.12,300.65,24.49,0.52
21.5,49.99,19.99,0.45
1480.15,104.85,4.65,0.37
-26.81,15.01,8.4,0.39
-7.61,4.82,5.24,0.39
3.22,30.98,19.51,0.36
-82.26,27.48,4,0.75
1314.12,179.99,19.99,0.48
10.86,140.85,19.99,0.73
117.39,30.98,5.09,0.4
563.09,46.94,6.77,0.44
-27.44,4.28,5.68,0.4
2860.71,99.23,8.99,0.35
335.08,65.99,5.99,0.58
-269.8,7.38,11.51,0.36
459.5,284.98,69.55,0.6
562.92,35.44,5.09,0.38
159.73,39.98,9.2,0.65
1279.37,160.98,30,0.62
154.65,15.98,4,0.37
51.21,3.75,0.5,0.37
239.25,65.99,4.99,0.57
-1401.17,44.43,46.59,0.67
-383.5,130.98,54.74,0.69
-7.36,4.76,3.01,0.36
-605.52,89.99,42,0.66
3992.52,3499.99,24.49,0.37
439.26,30.98,5.76,0.4
33.99,44.43,46.59,0.67
-408.22,1270.99,19.99,0.35
33.05,7.31,0.49,0.38
-43.43,6.48,6.65,0.36
-423.2,150.89,60.2,0.77
-774.89,320.64,43.57,0.63
-227.51,113.98,30,0.69
-1.72,1.14,0.7,0.38
22.54,5.18,2.04,0.36
-75.22,9.38,7.28,0.57
-20.87,4.42,4.99,0.38
448.07,99.99,19.99,0.52
34.29,11.34,5.01,0.36
8.75,8.34,2.64,0.59
-192.68,2.16,6.05,0.37
359.53,32.48,7.09,0.49
31.64,3.75,0.5,0.37
-146.24,8.45,7.77,0.55
-131.59,15.42,10.68,0.58
0.71,3.69,0.5,0.38
108.96,48.58,3.99,0.56
80.73,19.98,5.97,0.38
-6.39,7.96,4.95,0.41
-155.95,45.99,4.99,0.56
21.34,3.8,1.49,0.38
-1.53,1.76,0.7,0.56
-115.1,8.57,6.14,0.59
-31.74,11.97,5.81,0.6
-557.95,195.99,4.2,0.6
-182.52,9.71,9.45,0.6
-88.94,35.99,0.99,0.35
-46.13,5.53,6.98,0.39
-254.14,15.16,15.09,0.39
30.03,3.15,0.49,0.37
-148.26,14.03,9.37,0.56
-513.79,212.6,110.2,0.73
-94.61,5.98,3.85,0.68
22.71,2.61,0.5,0.39
82.82,35.99,3.3,0.39
-577.48,264.98,17.86,0.58
253.61,39.48,1.99,0.54
401.8,35.94,6.66,0.4
-379.22,284.98,69.55,0.6
632.98,160.98,30,0.62
-66.17,7.38,11.51,0.36
-30.7,1.7,1.99,0.51
1981.17,213.45,14.7,0.59
518.07,55.98,13.88,0.36
-28.09,16.06,8.34,0.59
-505.98,209.37,69,0.79
5365.43,500.98,26,0.6
-194.85,20.34,35,0.84
-592.52,376.13,85.63,0.74
-135.51,30.98,6.5,0.79
-1049.26,20.34,35,0.84
-66.62,1.86,2.58,0.82
421.89,65.99,5.92,0.58
2752.11,599.99,24.49,0.37
-90.08,6.48,6.6,0.37
237.75,19.84,4.1,0.44
-1820,999.99,13.99,0.36
-28.2,6.48,5.14,0.37
23.41,7.59,4,0.42
74.58,5.43,0.95,0.36
406.37,279.48,35,0.8
160.48,92.23,39.61,0.67
-126.7,3.28,5,0.56
-315.33,85.99,1.25,0.39
-39.71,4.91,3.05,0.52
25.18,3.78,0.71,0.39
-281.22,124.49,51.94,0.63
171.3,279.48,35,0.8
35.65,155.99,8.99,0.55
389.67,38.06,4.5,0.56
11630.15,599.99,24.49,0.37
-10.77,3.98,2.97,0.35
-35.2,6.48,7.37,0.37
-4.22,8.95,2.01,0.39
-19.48,8.85,5.6,0.36
-5.16,11.97,4.98,0.58
-162.2,7.3,7.72,0.38
5.69,10.94,1.39,0.35
1.05,2.1,0.7,0.57
-41.56,24.92,12.98,0.39
73.05,4.98,0.8,0.36
6670.41,525.98,19.99,0.37
707.17,115.99,8.99,0.58
-1763.75,154.13,69,0.68
109.16,40.99,17.48,0.36
-112.44,178.47,19.99,0.55
5045.3,367.99,19.99,0.4
-362.88,699.99,24.49,0.41
368.79,193.17,19.99,0.71
5638.75,449.99,49,0.38
-127.94,70.98,26.74,0.6
80.13,6.7,1.56,0.52
-22.63,39.98,4,0.7
-35.47,29.74,6.64,0.7
-78.84,33.94,19.19,0.58
-14.06,11.7,6.96,0.5
-12.35,17.98,8.51,0.4
-188.41,19.99,11.17,0.6
202.33,43.98,8.99,0.58
-691.52,135.31,35,0.84
2373.24,195.99,3.99,0.58
-81.77,9.71,9.45,0.6
-118.75,15.31,8.78,0.57
-134.63,23.99,15.68,0.62
-53.69,6.48,6.65,0.36
398.01,155.99,8.99,0.55
-229.87,73.98,4,0.79
599.04,51.98,10.17,0.37
-138.39,8.75,8.54,0.43
-861.3,209.37,69,0.79
35.98,7.08,2.35,0.47
196.21,50.98,14.19,0.56
31.32,7.59,4,0.42
12.74,6.64,4.95,0.37
-34.06,4.91,3.05,0.52
42.71,4.13,0.99,0.39
-89.9,10.52,7.94,0.52
2235.37,99.23,8.99,0.35
-75.7,30.98,19.51,0.36
-114.41,8.04,8.94,0.4
-85.01,4.98,4.95,0.37
-15.1,1.88,1.49,0.37
10.04,4.82,5.72,0.47
-200.86,15.16,15.09,0.39
17.57,30.98,5.76,0.4
-228.18,125.99,7.69,0.59
94.39,9.9,1.39,0.37
1448.33,125.99,8.08,0.57
-1.02,1.76,0.7,0.56
-63.98,16.98,12.39,0.35
-42.98,5.4,7.78,0.37
65.49,20.28,6.68,0.53
15.73,11.55,2.36,0.55
-72.5,2.08,2.56,0.55
-159.25,30.42,8.65,0.74
318.25,37.94,5.08,0.38
-55.52,3.98,5.26,0.38
97.19,12.22,2.85,0.55
-10.61,7.59,4,0.42
7.23,6.08,0.91,0.51
-123.28,4.98,8.33,0.38
-1331.55,550.98,64.59,0.66
-140.54,4.13,6.89,0.39
84.15,100.97,7.18,0.46
171.98,13.4,4.95,0.37
-211.06,5.94,9.92,0.38
186.42,65.99,2.5,0.55
-11.83,11.34,5.01,0.36
478.11,65.99,5.63,0.56
-136.84,5.77,5.92,0.55
88.77,155.99,8.08,0.6
544.3,83.1,6.13,0.45
16.78,10.64,5.16,0.57
40.93,23.99,15.68,0.62
-131.16,5.28,6.26,0.4
3.23,2.18,0.78,0.52
-433.29,179.29,29.21,0.76
-45.64,4.77,2.39,0.72
204.49,27.18,8.23,0.38
7.59,10.06,2.06,0.39
-107.99,65.99,5.92,0.55
1595.67,155.99,8.99,0.58
-375.33,150.98,39.25,0.75
108.49,6.3,0.5,0.39
62.73,3.69,0.5,0.38
-7.36,5.06,2.99,0.38
10.8,11.58,5.72,0.35
4833.27,300.97,7.18,0.48
-64.05,4.95,5.32,0.41
-1.23,1.76,0.7,0.56
-107.5,45.99,4.99,0.57
280.64,107.53,5.81,0.65
-214.15,5.38,7.57,0.36
1841.92,120.97,26.3,0.38
-326.47,64.65,35,0.8
62.68,5.84,1,0.38
-333.69,152.48,4,0.79
278.89,15.04,1.97,0.39
-2.38,11.5,7.19,0.4
303.4,35.99,1.25,0.57
165.45,125.99,8.8,0.59
1.68,1.48,0.7,0.37
154.54,10.35,0.99,0.37
-5.27,2.6,2.4,0.58
946.7,54.48,0.99,0.57
27.51,50.98,6.5,0.73
-106.21,6.68,6.15,0.37
303.3,45.99,2.5,0.56
1397.86,209.84,21.21,0.59
-31.86,16.91,6.25,0.58
-1981.55,31.76,45.51,0.65
-215.34,200.99,4.2,0.59
176.13,40.97,8.99,0.59
61.97,5.84,1.2,0.55
632.29,62.18,10.84,0.63
8.53,3.29,1.35,0.4
-10.09,6.28,5.29,0.43
-92.87,15.14,4.53,0.81
30.49,7.08,2.35,0.47
0.62,1.76,0.7,0.56
-352.79,145.98,46.2,0.69
2463.46,195.99,8.99,0.6
2.43,12.95,4.98,0.4
-83.63,122.99,70.2,0.74
10.96,5.84,1.2,0.55
-24.86,16.91,6.25,0.58
-162.75,6.48,9.17,0.37
-59.83,22.99,8.99,0.57
5.54,2.78,0.97,0.59
-60.83,5.98,5.46,0.36
146.17,12.97,1.49,0.35
573.55,243.98,62.94,0.57
-531.92,70.98,35,0.8
-64.03,5.68,3.6,0.56
23.74,2.94,0.81,0.4
-58.24,15.14,4.53,0.81
-1172.75,4.48,49,0.6
-222.17,167.27,35,0.85
-969.05,400.98,42.52,0.71
1619.66,205.99,2.79,0.58
33.58,4.91,0.5,0.36
43.68,10.98,5.14,0.36
-300.85,124.49,51.94,0.63
-89.9,110.98,30,0.71
35.62,3.75,0.5,0.37
-59.13,12.88,4.59,0.82
-18.55,4.98,7.44,0.36
-147.88,65.99,3.9,0.55
-53.25,9.06,9.86,0.4
2.13,14.27,7.27,0.38
66.71,4.91,0.5,0.36
840.46,40.98,1.99,0.44
149.5,172.99,19.99,0.39
185.94,65.99,4.99,0.57
173.94,22.72,8.99,0.44
4160.88,300.97,7.18,0.48
-29.77,20.48,6.32,0.58
350.36,65.99,8.8,0.58
-42.35,29.74,6.64,0.7
-10.33,4.24,5.41,0.35
-94.27,348.21,40.19,0.62
-57.53,27.48,4,0.75
-10.38,10.98,3.37,0.57
-144.74,4.54,5.83,0.36
182.63,18.97,5.21,0.37
-140.48,6.48,6.86,0.37
-48.07,7.64,5.83,0.36
-48.55,4.98,5.49,0.38
383.09,45.99,4.99,0.56
151.09,100.98,26.22,0.6
3.14,4.91,0.5,0.36
19.37,22.01,5.53,0.59
-44.39,14.48,1.99,0.49
-283.23,55.99,2.5,0.83
-64.88,1.8,4.79,0.37
-126.45,125.99,7.69,0.58
-44.13,20.99,0.99,0.83
0.86,1.82,1,0.4
140.35,35.89,14.72,0.4
269.26,15.57,1.39,0.38
1869.86,517.48,16.63,0.59
151.4,15.04,1.97,0.39
-37.27,24.98,8.79,0.66
-23.5,5.98,5.35,0.4
-24.43,30.98,11.63,0.37
-153.2,4.98,7.54,0.38
77.45,36.55,13.89,0.41
65.25,85.29,60,0.56
317.2,65.99,8.99,0.6
-110.59,7.99,5.03,0.6
2.29,8.69,2.99,0.39
-80.11,22.38,15.1,0.38
6.22,6.3,0.5,0.39
46.84,17.78,5.03,0.54
-116.02,11.66,7.95,0.58
160.02,7.64,1.39,0.36
304.2,25.98,4.08,0.57
-2111.36,20.98,53.03,0.78
-123.94,6.48,10.05,0.37
-335.32,138.75,52.42,0.74
583.15,170.98,35.89,0.66
-52.24,20.99,4.81,0.58
6279.18,499.99,24.49,0.36
-25.96,21.98,2.87,0.55
3.46,14.27,7.27,0.38
2.63,2.98,1.58,0.39
1016.97,115.99,2.5,0.55
-32.28,30.98,17.08,0.4
-0.03,3.69,0.5,0.38
-1.59,3.85,0.7,0.44
88.52,65.99,7.69,0.59
-684.57,150.89,60.2,0.77
-131.27,17.7,9.47,0.59
12.72,11.7,5.63,0.4
-52.14,15.99,9.4,0.49
-22.72,13.73,6.85,0.54
-679.04,280.98,35.67,0.66
1215.28,110.98,13.99,0.69
126.62,152.48,4,0.79
149.17,35.99,1.1,0.55
-715.78,296.18,54.12,0.76
19.59,10.91,2.99,0.38
-32.27,5.78,8.09,0.36
-229.67,14.81,13.32,0.43
-84.07,20.97,6.5,0.78
-65.62,4.98,5.49,0.38
422.8,90.24,0.99,0.56
144.05,47.9,5.86,0.37
259.07,24.95,2.99,0.39
-76.54,6.48,5.86,0.36
162.17,22.98,4.5,0.55
-24.09,6.48,5.4,0.37
-95.15,5.98,4.69,0.68
-100.05,100.98,15.66,0.57
-311.54,89.99,42,0.66
624.84,37.94,5.08,0.38
14.42,4.13,0.99,0.39
64.25,22.72,8.99,0.44
-388.52,150.98,39.25,0.75
-353.66,146.34,43.75,0.64
-433.29,179.29,29.21,0.76
-120.59,6.48,8.73,0.37
-31.95,3.68,1.32,0.83
6247.95,419.19,19.99,0.58
191,205.99,5.26,0.56
-24.48,17.48,1.99,0.45
1416.7,172.99,19.99,0.39
-3.44,7.64,1.39,0.36
-23.34,6.68,5.2,0.37
9.92,2.21,1,0.38
-88.25,20.99,2.5,0.81
-58.4,6.48,8.74,0.36
-558.42,125.99,7.69,0.58
748.67,76.72,19.95,0.54
25.13,12.97,1.49,0.35
-153.92,110.99,2.5,0.57
-56.97,5.77,5.92,0.55
-71.73,6.48,6.6,0.37
490.77,44.01,3.5,0.59
-54.61,15.99,13.18,0.37
333.72,175.99,4.99,0.59
-59.85,41.47,34.2,0.73
-119.72,6.48,7.37,0.37
-95.17,5.98,3.85,0.68
-433.29,179.29,29.21,0.74
4842.37,304.99,19.99,0.4
25.21,150.98,39.25,0.75
-82.13,30.42,8.65,0.74
179.37,39.98,9.83,0.4
-398.11,92.23,39.61,0.67
-203.27,137.48,32.18,0.78
66.22,80.97,33.6,0.37
-23.53,6.48,5.11,0.37
-2149.8,3.25,49,0.56
-27.99,30.98,6.5,0.79
1049.54,205.99,8.99,0.58
310.51,140.85,19.99,0.73
-50.86,4.98,4.7,0.38
0.85,20.99,4.81,0.58
165.2,14.48,1.99,0.49
-949.09,78.8,35,0.83
-2.49,3.29,1.35,0.4
29.57,3.85,0.7,0.44
454.38,65.99,4.2,0.59
-27.98,16.91,6.25,0.58
-36.9,5.78,4.96,0.36
360.63,43.98,8.99,0.58
-3.05,1.14,0.7,0.38
290.77,55.48,6.79,0.37
-29.49,7.1,6.05,0.39
-12.08,28.99,8.59,0.56
-183.09,320.98,58.95,0.57
14.97,2.21,1,0.38
1081.62,207.48,0.99,0.55
750.87,65.99,5.26,0.56
225.28,73.98,14.52,0.65
10.05,2.61,0.5,0.39
-486.12,100.98,57.38,0.78
-8.89,3.69,2.5,0.39
21.6,40.99,19.99,0.36
-55.11,20.89,1.99,0.48
-969.05,400.98,76.37,0.6
-73.22,140.81,24.49,0.57
-353.71,64.65,35,0.8
-22.82,10.98,3.99,0.58
-96.22,5.78,7.96,0.36
-8.36,2.08,1.49,0.38
-372.49,154.13,69,0.68
-28.95,28.15,6.17,0.55
-10.01,2.78,1.25,0.59
-62.82,34.98,7.53,0.76
-25.26,3.14,1.92,0.84
2.82,8.95,2.01,0.39
454.49,55.29,5.08,0.59
-1331.55,550.98,45.7,0.71
18.73,9.27,4.39,0.38
55.73,3.85,0.7,0.44
110.36,54.96,10.75,0.36
-331.08,122.99,70.2,0.74
-314.61,208.16,68.02,0.58
-4017.62,1938.02,13.99,0.38
-407.26,115.99,2.5,0.58
-92.85,4.13,5.34,0.38
-256.93,79.52,48.2,0.74
1033.38,99.99,19.99,0.52
-99.98,20.99,4.81,0.58
274.66,15.67,1.39,0.38
-3.19,1.14,0.7,0.38
1092.94,363.25,19.99,0.57
41.52,20.98,8.83,0.37
13.31,5.68,1.46,0.39
23.61,7.96,4.95,0.41
14.19,5.18,2.04,0.36
-528.65,218.75,69.64,0.77
-16.64,40.98,7.2,0.6
-59.73,8.12,2.83,0.77
-633.44,262.11,62.74,0.75
-5.99,2.08,1.49,0.38
-234.66,50.98,6.5,0.73
1181.3,85.99,1.25,0.39
-25.86,4.77,2.39,0.72
-21.29,14.42,6.75,0.52
1343.25,420.98,19.99,0.35
16.4,7.08,2.35,0.47
1578.7,115.99,2.5,0.57
77.2,6.08,1.82,0.35
701.22,1889.99,19.99,0.36
-133.43,6.68,6.93,0.37
8822.28,420.98,19.99,0.35
7606,419.19,19.99,0.58
-9.88,4.98,6.07,0.36
-293.45,19.94,14.87,0.57
-85.03,73.98,4,0.79
0.26,2.1,0.7,0.57
-58.47,2.88,5.33,0.36
29.87,7.64,1.39,0.36
-6.62,10.48,2.89,0.6
-73.62,6.81,5.48,0.37
265.1,19.84,4.1,0.44
-2.31,5.84,1,0.38
-330.14,80.98,35,0.83
-604.41,125.99,2.5,0.6
293.66,99.99,19.99,0.52
24.71,3.08,0.99,0.37
-84,6.48,6.74,0.37
-136.09,65.99,8.99,0.58
-46.89,8.32,2.38,0.74
-129.42,6.48,8.73,0.37
556.83,115.99,2.5,0.58
16.97,7.59,4,0.42
-679.04,280.98,35.67,0.66
416.99,35.99,1.1,0.55
126.28,150.98,16.01,0.7
23.87,5.98,1.67,0.51
21.08,13.73,6.85,0.54
-162.54,6.68,6.92,0.37
-18.26,8.04,8.94,0.4
-9.18,9.38,4.93,0.57
356.35,45.99,4.99,0.57
-55.77,4.98,7.54,0.38
-1.23,8.34,2.64,0.59
140.57,20.27,3.99,0.57
302.86,41.71,4.5,0.56
-17.75,2.98,2.03,0.57
561.13,125.99,8.99,0.59
4.56,172.99,19.99,0.39
843.12,46.94,6.77,0.44
-618.95,167.27,35,0.85
-1756.44,31.76,45.51,0.65
-84.14,7.99,5.03,0.6
25.19,40.99,19.99,0.36
-17.34,1.26,0.7,0.81
-73.77,30.98,6.5,0.79
23.16,13.79,8.78,0.43
-31.43,8.46,3.62,0.61
-21.13,22.84,8.18,0.39
-118.48,7.99,5.03,0.6
-29.59,6.81,5.48,0.37
-0.24,2.78,1.49,0.39
6.44,7.78,2.5,0.38
312.52,70.97,3.5,0.59
-96.95,6.24,5.22,0.6
13.21,40.99,17.48,0.36
16.14,12.2,6.02,0.43
111.05,150.98,16.01,0.7
1886.66,510.14,14.7,0.56
493.03,67.84,0.99,0.58
168.04,17.48,1.99,0.45
-364.87,150.98,16.01,0.7
57.82,28.38,1.99,0.51
22.77,18.97,9.03,0.37
608.74,110.98,13.99,0.69
9.5,2.84,0.93,0.54
173.93,65.99,8.99,0.56
-694.9,58.14,36.61,0.61
1174.02,100.97,7.18,0.46
-122.21,5.28,8.16,0.4
-113.8,17.98,4,0.79
-98.53,6.48,5.82,0.37
6.93,2.88,1.01,0.55
-124.84,6.23,6.97,0.36
218.97,48.58,3.99,0.56
-63.78,20.95,4,0.6
54.23,70.89,89.3,0.72
-73.33,6.68,7.3,0.37
10.58,2.61,0.5,0.39
69.31,25.38,8.99,0.5
-546.98,167.27,35,0.85
11.65,15.23,27.75,0.76
2.42,5.34,2.99,0.38
2485.54,232.58,19.99,0.59
402.37,26.17,1.39,0.38
-30.63,15.31,8.78,0.57
-128.89,15.7,11.25,0.6
-49.53,4.98,7.44,0.36
0.98,140.81,24.49,0.57
23.7,43.57,16.36,0.55
-33.79,55.99,1.25,0.55
43.05,3.14,1.14,0.4
14.77,7.59,4,0.42
-43.26,5.98,5.46,0.36
46.46,2.89,0.5,0.38
-53.99,6.48,7.37,0.37
-29.07,6.48,6.22,0.37
16.51,2.94,0.7,0.58
-53.4,30.97,4,0.74
45.93,4.13,0.5,0.39
-83.65,7.77,9.23,0.58
24.39,7.59,4,0.42
4.91,14.58,7.4,0.48
-27.72,3.28,3.97,0.56
-267.63,256.99,11.25,0.51
-33.67,6.48,5.14,0.37
-163.53,30.98,19.51,0.36
554.77,49.34,10.25,0.57
-71.6,7.1,6.05,0.39
251.2,125.99,2.5,0.6
-144.56,8.09,7.96,0.49
2547.3,175.99,4.99,0.59
333.18,19.98,5.77,0.38
404.29,63.94,14.48,0.46
517.82,65.99,3.99,0.59
26.05,115.99,56.14,0.4
-100.47,119.99,56.14,0.39
61.47,30.98,9.18,0.4
18.27,22.99,8.99,0.57
-8.4,14.97,7.51,0.57
-513.79,212.6,110.2,0.73
-12.83,5.78,7.96,0.36
-807.59,300.97,7.18,0.48
446.26,180.98,30,0.69
433.34,29.89,1.99,0.5
-6.8,100.98,35.84,0.62
-89.13,4.77,2.39,0.72
4822.42,500.98,26,0.6
47.1,12.28,6.47,0.38
-2.66,20.15,8.99,0.58
9527.47,896.99,19.99,0.38
41.53,243.98,62.94,0.57
467.12,320.64,29.2,0.66
-3.95,4.76,3.01,0.36
-55.78,30.98,6.5,0.79
-56.56,4.86,7.1,0.42
24.34,2.94,0.7,0.58
-2.97,4.71,0.7,0.8
-22.9,55.99,1.25,0.35
374.19,55.48,6.79,0.37
804.2,128.24,12.65,
-161.21,3.28,5,0.56
-116.18,30.42,8.65,0.74
-50.96,7.64,5.83,0.36
-300.85,124.49,51.94,0.63
2307.57,172.99,19.99,0.39
-5.68,7.28,4.23,0.39
37.25,4,1.3,0.37
878.21,63.94,14.48,0.46
194.15,17.78,5.03,0.54
-627.64,259.71,66.67,0.65
322.88,29.18,8.55,0.42
166.37,66.99,13.99,0.6
52.93,115.99,2.5,0.55
507.33,45.99,2.5,0.56
2745.87,165.98,19.99,0.4
504.71,39.48,1.99,0.54
-8.89,6.48,5.4,0.37
-30.07,20.15,8.99,0.58
226.53,30.98,11.63,0.37
12.64,7.64,1.39,0.36
-143.58,6.48,7.37,0.37
-157.51,30.42,8.65,0.74
1620.23,83.98,5.01,0.38
10.01,2.21,1,0.38
-143.66,22.84,16.87,0.39
-76.9,14.98,7.69,0.57
-331.63,7.28,11.15,0.37
-8.5,7.84,4.71,0.35
85.83,9.78,1.99,0.43
-4.75,11.97,4.98,0.58
-116.56,6.48,8.19,0.37
214.05,34.58,8.99,0.56
-794.94,89.83,35,0.83
91.08,19.04,6.38,0.56
5711.96,400.97,48.26,0.36
161.37,17.48,1.99,0.45
647.25,54.96,10.75,0.36
-716.55,60.98,49,0.59
498.15,43.98,1.99,0.44
1550.88,155.99,8.99,0.58
-93.12,4.37,5.15,0.59
24.56,45.19,1.99,0.55
352.38,136.98,24.49,0.59
88.88,12.97,1.49,0.35
16.65,39.98,9.83,0.4
1138.58,205.99,5.99,0.59
11.55,2.21,1,0.38
-77.09,165.2,19.99,0.59
-11.42,3.89,7.01,0.37
1660.92,355.98,58.92,0.64
-15.96,3.74,0.94,0.83
22.2,2.88,0.5,0.39
-1331.55,550.98,45.7,0.71
364.23,65.99,8.8,0.58
-21.77,11.97,4.98,0.58
-52.84,5.74,5.01,0.39
-5.14,2.18,1.38,0.44
60.7,29.99,5.5,0.51
-33.09,37.76,12.9,0.57
44.12,8.74,1.39,0.38
-183.05,5.78,8.09,0.36
140.81,55.99,3.3,0.59
972.9,55.99,1.25,0.35
857.34,37.7,2.99,0.35
-137.95,65.99,19.99,0.59
2349.29,243.98,43.32,0.55
150.72,35.44,5.09,0.38
19.42,3.98,0.7,0.52
3.13,1.76,0.7,0.56
1141.07,193.17,19.99,0.71
-82.79,5.74,5.01,0.39
693.26,140.85,19.99,0.73
25.99,15.01,8.4,0.39
-574.56,145.98,46.2,0.69
-93.06,6.48,6.22,0.37
370.33,195.99,4.2,0.6
170.46,35.99,5.99,0.38
82.31,8.33,1.99,0.52
587.64,178.47,19.99,0.55
-249.33,125.99,8.08,0.57
-57.17,6.84,4.42,0.58
-1025.19,424.21,110.2,0.67
-120.97,35.41,1.99,0.43
730.51,85.99,2.79,0.58
-185.17,4.06,6.89,0.6
82.38,3.75,0.5,0.37
-231.05,10.68,13.04,0.6
2.38,2.1,0.7,0.57
52.61,5.68,1.39,0.38
4801.82,500.98,26,0.6
-1331.55,550.98,64.59,0.66
376.21,160.98,30,0.62
226.76,34.76,8.22,0.57
-17.03,8.34,4.82,0.4
-2103.05,20.98,53.03,0.78
-693.23,286.85,61.76,0.78
-24.63,42.98,4.62,0.56
-71.48,90.98,30,0.61
-57.06,5.74,5.01,0.39
-2.79,1.68,1.02,0.81
-133.73,6.48,9.68,0.36
60.82,33.89,5.1,0.6
385.03,49.34,10.25,0.57
-259.63,100.98,7.18,0.4
1928.66,205.99,3,0.58
517.03,55.48,6.79,0.37
330.5,95.46,18.13,0.56
